,name,bday,name_sp,num_of_child,education,role,birthplace,bday_sp,birthplace_sp,role_sp,name_sp_sp,num_of_child_sp,age_diff,age,age_spouse,name_sp_cl,year_m,year_div,name_sp_sp_cl,year_m_sp,year_div_sp,num_of_child_cl,num_of_child_sp_cl,name_sp_cl,num_of_m,name_sp_sp_cl,num_of_m_sp,num_of_role,num_of_role_sp,geohash,geohash_sp,zodiac,zodiac_sp,geo_distance ,sex,divorce
916,Sally Kellerman,1937-06-02,Rick Edelstein ( m.  1970;  div.  1972) Jonathan D. Krane ( m.  1980; his death 2016),3,,"Actress, singer, film producer, voice-over artist, activist, author","Long Beach, California , U.S.",,,,,,,81.92639137011712,,"['Rick Edelstein', 'Jonathan D Krane']","[1970, 1980]",[1972],,,,3.0,,"['Rick Edelstein', 'Jonathan D Krane']",2.0,,,8.0,,9q5bn7t,,5.0,,,F,1.0
917,Sheila Kelley,1961-10-09,Richard Schiff  ( m.  1996),2,Hempfield Area High School,Actress,"Greensburg, Pennsylvania , U.S.",1955-05-27,"Bethesda, Maryland , U.S.","Actor, comedian",Sheila Kelley  ( m.  1996),2,6.371109605262257,57.57270854295434,63.94381814821659,['Richard Schiff'],[1996],,['Sheila Kelley'],[1996],,2.0,2.0,['Richard Schiff'],1.0,['Sheila Kelley'],1.0,1.0,2.0,dppmq09,dqcjv8v,9.0,5.0,5003530.0,F,0.0
918,Catherine Kellner,1970-10-02,Reuben Avery,1,New York University (MFA),,"Manhattan ,  New York , U.S.",,,,,,,48.59237356003204,,,,,,,,1.0,,,,,,,,dr72h8r,,9.0,,,F,
919,Jean Louisa Kelly,1972-03-09,James Pitaro ( m.  1997),2,,"Actress, singer","Worcester, Massachusetts , U.S.",,,,,,,47.157710288370055,,['James Pitaro'],[1997],,,,,2.0,,['James Pitaro'],1.0,,,2.0,,drsbqje,,2.0,,,F,0.0
920,Lisa Robin Kelly,1970-03-05,Robert Joseph Gilliam ( m.  2012; her death 2013)   [1],,DePaul University (BFA),Actress,"Southington, Connecticut ,  U.S.",,,,,,,49.17007193850661,,['Robert Joseph Gilliam'],[2012],,,,,,,['Robert Joseph Gilliam'],1.0,,,1.0,,drkhtsk,,2.0,,,F,1.0
921,Minka Kelly,1980-06-24,,,Valley High School,"Actress, model","Los Angeles ,  California , U.S.",,,,,,,38.86458996420187,,,,,,,,,,,,,,2.0,,9q5ctr1,,6.0,,,F,
922,Moira Kelly,1968-03-06,Steve Hewitt ( m.  2000),2,,Actress,"Queens, New York , U.S.",,,,,,,51.166006146601234,,['Steve Hewitt'],[2000],,,,,2.0,,['Steve Hewitt'],1.0,,,1.0,,dr5x8y2,,2.0,,,F,0.0
923,Nancy Kelly,1921-03-25,"Edmond O'Brien (m.1941–1942; divorced) Fred Jackman, Jr. (m.1946–1950; divorced) Warren Caro (m.1955–1968; divorced) 1 child",Kelly Lurie Caro (b. 1957),,Actress,"Lowell, Massachusetts , U.S.",,,,,,,98.11563550244016,,,,,,,,,,,,,,1.0,,drt691j,,3.0,,,F,
924,Patsy Kelly,1910-01-12,,,,Actress,"Brooklyn , New York, U.S.",,,,,,,109.31367516102316,,,,,,,,,,,,,,1.0,,dr5rmm5,,0.0,,,F,
925,Paula Kelly,1943-10-21,,,Fiorello H. LaGuardia High School,"Actress, dancer","Jacksonville, Florida , U.S.",,,,,,,75.54159222981991,,,,,,,,,,,,,,2.0,,djmutcu,,9.0,,,F,
926,Anna Kendrick,1985-08-09,,,Deering High School,"Actress, singer","Portland, Maine , United States",,,,,,,33.73922804711938,,,,,,,,,,,,,,2.0,,dry037b,,7.0,,,F,
927,Barbara Kent,1907-12-16,Harry E. Edington ( m.  1932; died 1949) Marc Monroe ( m.  1954; died 1998),,,Film actress,"Gadsby, Alberta , Canada",,,,,,,111.38900867232044,,"['Harry E Edington', 'Marc Monroe']","[1932, 1954]",,,,,,,"['Harry E Edington', 'Marc Monroe']",2.0,,,2.0,,c921e20,,11.0,,,F,1.0
928,Riley Keough,1989-05-29,Ben Smith-Petersen ( m.   2015 ),,,Model actress producer,"Santa Monica, California ,  U.S.",,,,,,,29.936275214412344,,['Ben Smith Petersen'],[2015],,,,,,,['Ben Smith Petersen'],1.0,,,3.0,,9q59x9j,,5.0,,,F,0.0
929,Joanna Kerns,1953-02-12,Richard Kerns ( m.  1976;  div.  1985) Marc Appleton ( m.  1994),,,"Actress, director","San Francisco ,  California , U.S.",,,,,,,66.22723259204501,,"['Richard Kerns', 'Marc Appleton']","[1976, 1994]",[1985],,,,,,"['Richard Kerns', 'Marc Appleton']",2.0,,,2.0,,9q8yyk8,,1.0,,,F,1.0
930,Alicia Keys,1981-01-25,Swizz Beatz  ( m.  2010),2,,Singer-songwriter musician record producer philanthropist actress,"New York City , U.S.",1978-09-13,"New York , U.S.",Record producer disc jockey rapper songwriter entrepreneur,Mashonda ( m.  2004;  div.  2010) Alicia Keys  ( m.  2010),5,2.368289561045059,38.275939957699336,40.644229518744396,['Swizz Beatz'],[2010],,"['Mashonda', 'Alicia Keys']","[2004, 2010]",[2010],2.0,5.0,['Swizz Beatz'],1.0,"['Mashonda', 'Alicia Keys']",2.0,6.0,7.0,dr5regw,dr5regw,1.0,8.0,118.0,F,0.0
931,Margot Kidder,1948-10-17,"
 Thomas McGuane ( m.  1975;  div.  1977) 
 John Heard ( m.  1979;  div.  1980) 
 Philippe de Broca ( m.  1983;  div.  1984) 
",1,Havergal College,Actress activist,"Yellowknife ,  Northwest Territories ,  Canada",,,,,,,70.55038775607987,,"['Thomas McGuane', 'John Heard', 'Philippe de Broca']","[1975, 1979, 1983]","[1977, 1980, 1984]",,,,1.0,,"['Thomas McGuane', 'John Heard', 'Philippe de Broca']",3.0,,,2.0,,c7nem3m,,9.0,,,F,1.0
932,Nicole Kidman,1967-06-20,Tom Cruise ( m.   1990 ;  div.   2001 ) Keith Urban  ( m.   2006 ),4,,"
 Actress 
 producer 
","Honolulu ,  Hawaii , U.S.",1962-07-03,"Syracuse, New York , U.S.","Actor, producer",Mimi Rogers ( m.   1987 ;  div.   1990 ) Nicole Kidman ( m.   1990 ;  div.   2001 ) Katie Holmes ( m.   2006 ;  div.   2012 ),3,4.963825403670165,51.877861968418244,56.84168737208841,"['Tom Cruise', 'Keith Urban']","[1990, 2006]",[2001],"['Mimi Rogers', 'Nicole Kidman', 'Katie Holmes']","[1987, 1990, 2006]","[1990, 2001, 2012]",4.0,3.0,"['Tom Cruise', 'Keith Urban']",2.0,"['Mimi Rogers', 'Nicole Kidman', 'Katie Holmes']",3.0,2.0,2.0,87z9pyg,dr9ughx,5.0,6.0,20000000.0,F,1.0
933,Laura Kightlinger,,,,,"Actress, comedian, writer, producer",,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,F,
934,Adrienne King,1955-07-21,Richard Hassanein ( m.  1987),,Royal Academy of Dramatic Art,Actress winemaker painter,"Oyster Bay ,  New York , U.S.",,,,,,,63.79323326283223,,['Richard Hassanein'],[1987],,,,,,,['Richard Hassanein'],1.0,,,3.0,,dr78qxr,,6.0,,,F,0.0
935,Jaime King,1979-04-23,Kyle Newman  ( m.  2007),2,,"Actress ,  model","Omaha, Nebraska , U.S.",1976-03-16,"Morristown ,  New Jersey ,  U.S.","Film director ,  producer ,  screenwriter ,  editor ,  author",Jaime King  (m. 2007),2,3.1020486389179793,40.036414163192944,43.13846280211093,['Kyle Newman'],[2007],,['Jaime King'],[2007],,2.0,2.0,['Kyle Newman'],1.0,['Jaime King'],1.0,3.0,10.0,9z7f8yw,dr7014u,4.0,2.0,20000000.0,F,0.0
936,Kent Masters King,1974-08-05,,,,Actress,"Los Angeles ,  California ,  U.S.",,,,,,,44.75109002922716,,,,,,,,,,,,,,1.0,,9q5ctr1,,7.0,,,F,
937,Joey King,1999-07-30,,,,Actress,"Los Angeles ,  California , U.S.",,,,,,,19.767688590457023,,,,,,,,,,,,,,1.0,,9q5ctr1,,7.0,,,F,
938,Regina King,1971-01-15,"Ian Alexander, Sr. ( m.  1997;  div.  2007)",1,,Actress television director,"Los Angeles, California ,  United States",,,,,,,48.30489332429824,,['Ian Alexander Sr'],[1997],[2007],,,,1.0,,['Ian Alexander Sr'],1.0,,,3.0,,9q5ctr1,,0.0,,,F,1.0
939,Phyllis Kirk,1927-09-18,Warren Bush (? – 1992),,,Actress,"Syracuse, New York ,  U.S.",,,,,,,91.63227170989137,,,,,,,,,,,,,,1.0,,dr9ughx,,8.0,,,F,
940,Lola Kirke,1990-09-27,,,,"
 Actress 
 singer-songwriter 
 musician 
","Westminster, London , England",,,,,,,28.605652409015928,,,,,,,,,,,,,,3.0,,gcpuuyv,,9.0,,,F,
941,Sally Kirkland,1941-10-31,,,,Actress,"New York City ,  New York , United States",,,,,,,77.51288527485164,,,,,,,,,,,,,,1.0,,dr5regw,,10.0,,,F,
942,Tawny Kitaen,1961-08-05,David Coverdale  (1989–1991) Chuck Finley  (1997–2002),2,,"Actress, comedian","San Diego, California",,,,,,,57.75067249840859,,,,,,,,2.0,,,,,,2.0,,9mudjgt,,7.0,,,F,
943,Eartha Kitt,1927-01-17,John W. McDonald ( m.  1960;  div.  1965),1,,Singer actress dancer activist author songwriter,"North  or  St. Matthews, South Carolina , U.S.",,,,,,,92.30032101959657,,['John W McDonald'],[1960],[1965],,,,1.0,,['John W McDonald'],1.0,,,6.0,,djyx9be,,0.0,,,F,1.0
944,Hayley Kiyoko,1991-04-03,The Stunners Kehlani,,,Singer songwriter actress,"Los Angeles ,  California , U.S.",,,,,,,28.09092589170209,,,,,,,,,,,,,,3.0,,9q5ctr1,,3.0,,,F,
945,Alexis Knapp,1989-07-31,,1,,Actress,"Avonmore, Pennsylvania , U.S.",,,,,,,29.763787072972068,,,,,,,,1.0,,,,,,1.0,,dppqxf1,,7.0,,,F,
946,Karen Kopins,1961-10-10,Mark Shaw ( m.  1990),4,,"Actress, model","Ridgefield, Connecticut , U.S.",,,,,,,57.56997063594735,,['Mark Shaw'],[1990],,,,,4.0,,['Mark Shaw'],1.0,,,2.0,,dr7dze8,,9.0,,,F,0.0
947,Shirley Knight,1936-07-05,"Gene Persson  (1959–69) 1 child [1]   John Hopkins  (1969–98, his death) 1 child","2, including  Kaitlin Hopkins",,Actress,"Goessel, Kansas",,,,,,,82.8353764964373,,,,,,,,2.0,,,,,,1.0,,9yfc8f8,,6.0,,,F,
948,Keshia Knight Pulliam,1979-04-09,Ed Hartwell ( m.  2016;  div.  2018),1,Spelman College,Actress,"Newark, New Jersey ,  U.S.",,,,,,,40.07474486129079,,['Ed Hartwell'],[2016],[2018],,,,1.0,,['Ed Hartwell'],1.0,,,1.0,,dr5r8pt,,3.0,,,F,1.0
949,Beyoncé,1981-09-04,Jay-Z  ( m.   2008 ),3,,"
 Singer 
 songwriter 
 actress 
 record producer 
 dancer 
","Houston ,  Texas , U.S.",1969-12-04,"New York City , New York, U.S.","
 Rapper 
 songwriter 
 record producer 
 record executive 
 entrepreneur 
 investor 
 philanthropist 
",Beyoncé  ( m.   2008 ),3,11.751096873994674,37.66812460214789,49.41922147614256,['Jay Z'],[2008],,['Beyoncé'],[2008],,3.0,3.0,['Jay Z'],1.0,['Beyoncé'],1.0,6.0,9.0,9vk1mc9,dr5regw,8.0,11.0,20000000.0,F,0.0
950,Susan Kohner,1936-11-11,John Weitz ( m.  1964; died 2002),Paul Weitz Chris Weitz,,Actress,"Los Angeles, California , United States",1923-05-23,"Berlin , Germany",Menswear designer Novelist and Historian,Sally Blauner Gould (1944‑1953; divorce) Eve Orton (1953‑1964; divorce) Susan Kohner  ( m.  1964),4,13.473240381390447,82.48218649253577,95.95542687392623,['John Weitz'],[1964],,,,,,4.0,['John Weitz'],1.0,,,1.0,5.0,9q5ctr1,u33dc0c,10.0,5.0,20000000.0,F,0.0
951,Karen Kopins,1961-10-10,Mark Shaw ( m.  1990),4,,"Actress, model","Ridgefield, Connecticut , U.S.",,,,,,,57.56997063594735,,['Mark Shaw'],[1990],,,,,4.0,,['Mark Shaw'],1.0,,,2.0,,dr7dze8,,9.0,,,F,0.0
952,Nancy Kovack,1935-03-11,Zubin Mehta  ( m.  1969),2,,,"Flint, Michigan , U.S.",1936-04-29,"Bombay ,  Bombay Presidency ,  British India (now  Mumbai ,  Maharashtra , India)",Conductor,Carmen Lasky ( m.  1958;  div.  1964) Nancy Kovack  ( m.  1969),3,-1.1362314079002307,84.15504767380575,83.01881626590553,['Zubin Mehta'],[1969],,"['Carmen Lasky', 'Nancy Kovack']","[1958, 1969]",[1964],2.0,3.0,['Zubin Mehta'],1.0,"['Carmen Lasky', 'Nancy Kovack']",2.0,,1.0,dpskxwh,te7ud2e,2.0,4.0,20000000.0,F,0.0
953,Linda Kozlowski,1958-01-07,Paul Hogan ( m.  1990;  div.  2014) [1],Chance Hogan,Juilliard School (BFA),Actress,"Fairfield, Connecticut ,  U. S.",1939-10-08,"Lightning Ridge, New South Wales ,  Australia","Actor, producer, writer, comedian, television presenter, businessman, labourer",Noelene Edwards ( m.  1958;  div.  1981) & ( m.  1982;  div.  1990) Linda Kozlowski ( m.  1990;  div.  2014) [3],Lauren Brett Scott Todd Clay Chance,18.250888108585393,61.32637904953558,79.57726715812097,['Paul Hogan'],[1990],[2014],"['Noelene Edwards', '&', 'Linda Kozlowski']","[1958, 1982, 1990]","[1981, 1990, 2014]",,,['Paul Hogan'],1.0,"['Noelene Edwards', '&', 'Linda Kozlowski']",3.0,1.0,8.0,dr7fhck,r6c0x6x,0.0,9.0,20000000.0,F,1.0
954,Jane Krakowski,1968-10-11,Robert Godley  (2009–2013),1,,"Actress, singer","Parsippany-Troy Hills, New Jersey , U.S.",,,,,,,50.56640451207075,,,,,,,,1.0,,,,,,2.0,,dr706x6,,9.0,,,F,
955,Clare Kramer,1974-09-03,Brian Keathley (m. 2005),4,,Actress,"Atlanta ,  Georgia , U.S.",,,,,,,44.671690726024494,,['Brian Keathley'],[2005],,,,,4.0,,['Brian Keathley'],1.0,,,1.0,,djgzzxy,,8.0,,,F,0.0
956,Louisa Krause,1986-05-20,,,,Actress,"Falls Church ,  Virginia , U.S.",,,,,,,32.96166245713464,,,,,,,,,,,,,,1.0,,dqcj5ym,,4.0,,,F,
957,Lisa Kudrow,1963-07-30,Michel Stern ( m.   1995 ),1,William Taft High School,Actress  •  voice actress  •  writer  •  comedian  •  producer,"Los Angeles ,  California , U.S.",,,,,,,55.768427825348915,,['Michel Stern'],[1995],,,,,1.0,,['Michel Stern'],1.0,,,10.0,,9q5ctr1,,7.0,,,F,0.0
958,Mila Kunis,1983-08-14,Ashton Kutcher  ( m.  2015),2,,Actress,"Chernivtsi ,  Ukrainian SSR ,  Soviet Union (now Chernivtsi,  Ukraine )",1978-02-07,"Cedar Rapids, Iowa , U.S.","Actor, producer, entrepreneur",Demi Moore ( m.  2005;  div.  2013) Mila Kunis  ( m.  2015),2,5.514144712074854,35.726948534193035,41.24109324626789,['Ashton Kutcher'],[2015],,"['Demi Moore', 'Mila Kunis']","[2005, 2015]",[2013],2.0,2.0,['Ashton Kutcher'],1.0,"['Demi Moore', 'Mila Kunis']",2.0,1.0,3.0,u8d6wpm,9zqyf1g,7.0,1.0,20000000.0,F,0.0
959,Swoosie Kurtz,1944-09-06,,,,Actress,"Omaha, Nebraska , U.S.",,,,,,,74.66272408057661,,,,,,,,,,,,,,1.0,,9z7f8yw,,8.0,,,F,
960,Nancy Kwan,1939-05-19,Peter Pock ( m.  1962;  div.  1968) David Giler ( m.  1970;  div.  1972) Norbert Meisel ( m.  1976),1,,Actress,Hong Kong,,,,,,,79.96604995311334,,"['Peter Pock', 'David Giler', 'Norbert Meisel']","[1962, 1970, 1976]","[1968, 1972]",,,,1.0,,"['Peter Pock', 'David Giler', 'Norbert Meisel']",3.0,,,1.0,,wecnvzp,,4.0,,,F,1.0
961,Eva LaRue,1966-12-27,John O'Hurley ( m.  1992;  div.  1994) John Callahan ( m.  1996;  div.  2005) Joe Cappuccio ( m.  2010;  div.  2014),1,,"Actress, model","Long Beach, California , U.S.",1954-10-09,"Kittery, Maine , U.S.","Actor, voice actor, singer, comedian, author, television personality",Eva LaRue ( m.  1992;  div.  1994)   Lisa Mesloh ( m.  2004),1,12.21654106518272,52.356995694641235,64.57353675982395,"[""John O'Hurley"", 'John Callahan', 'Joe Cappuccio']","[1992, 1996, 2010]","[1994, 2005, 2014]","['Eva LaRue', 'Lisa Mesloh']","[1992, 2004]",[1994],1.0,1.0,"[""John O'Hurley"", 'John Callahan', 'Joe Cappuccio']",3.0,"['Eva LaRue', 'Lisa Mesloh']",2.0,2.0,8.0,9q5bn7t,drttn7g,0.0,9.0,20000000.0,F,1.0
962,Cheryl Ladd,1951-07-12,David Ladd ( m.  1973;  div.  1980) Brian Russell  ( m.  1981),Jordan Ladd  (b. 1975)  Lindsay Russell (stepdaughter),,"Actress, singer, author","Huron, South Dakota , U.S.",1947-02-05,"Los Angeles ,  California , U.S.",,Louise Hendricks ( m.  1971;  div.  1972) Cheryl Ladd ( m.  1973;  div.  1980) Dey Young ( m.  1982;  div.  2012) Edita Brychta ( m.  2017),"2,; including  Jordan Ladd",4.429933537307405,67.81795656310534,72.24789010041275,"['David Ladd', 'Brian Russell']","[1973, 1981]",[1980],"['Louise Hendricks', 'Cheryl Ladd', 'Dey Young', 'Edita Brychta']","[1971, 1973, 1982, 2017]","[1972, 1980, 2012]",,2.0,"['David Ladd', 'Brian Russell']",2.0,"['Louise Hendricks', 'Cheryl Ladd', 'Dey Young', 'Edita Brychta']",4.0,3.0,,9zfhmh4,9q5ctr1,6.0,1.0,5003530.0,F,1.0
963,Diane Ladd,1935-11-29,"Bruce Dern ( m.  1960;  div.  1969) William A. Shea, Jr. ( m.  1969;  div.  1976) Robert Charles Hunter  ( m.  1999)","2, including  Laura Dern",,"Actress, director, producer, writer","Meridian, Mississippi , U.S.",1936-06-04,"Chicago ,  Illinois , U.S.",Actor,Marie Dean ( m.  1957–1959) Diane Ladd  ( m.  1960–1969) Andrea Beckett ( m.  1969),"2, including  Laura Dern",-0.5147265173138394,83.43497813096778,82.92025161365395,"['Bruce Dern', 'William A Shea Jr', 'Robert Charles Hunter']","[1960, 1969, 1999]","[1969, 1976]","['Marie Dean', 'Diane Ladd', 'Andrea Beckett']","[1957, 1960, 1969]",,2.0,2.0,"['Bruce Dern', 'William A Shea Jr', 'Robert Charles Hunter']",3.0,"['Marie Dean', 'Diane Ladd', 'Andrea Beckett']",3.0,4.0,1.0,djbbj7x,dp3wjzt,11.0,5.0,5003530.0,F,1.0
964,Christine Lahti,1950-04-04,Thomas Schlamme  ( m.  1983),3,,Actress,"Birmingham, Michigan , U.S.",1950-05-22,"Houston ,  Texas , U.S.","Director, producer",Christine Lahti  ( m.  1983),3,-0.13141953633544837,69.088345414348,68.95692587801256,['Thomas Schlamme'],[1983],,['Christine Lahti'],[1983],,3.0,3.0,['Thomas Schlamme'],1.0,['Christine Lahti'],1.0,1.0,2.0,dpsf43r,9vk1mc9,3.0,5.0,20000000.0,F,0.0
965,Sanoe Lake,1982-05-19,Michael Sterling Eaton  (2007-present) 2 children,,,"Actress, Model, Surfer","Kauai ,  Hawaii",,,,,,,36.96448250135184,,,,,,,,,,,,,,3.0,,87yt9ys,,4.0,,,F,
966,Ricki Lake,1968-09-21,Rob Sussman ( m.  1994;  div.  2004) Christian Evans ( m.  2012;  div.  2015),2,Ithaca College (attended),Actress television host producer,"Hastings-on-Hudson, New York , U.S.",,,,,,,50.621162652210515,,"['Rob Sussman', 'Christian Evans']","[1994, 2012]","[2004, 2015]",,,,2.0,,"['Rob Sussman', 'Christian Evans']",2.0,,,4.0,,dr73nyg,,8.0,,,F,1.0
967,Veronica Lake,1922-11-14,John S. Detlie ( m.  1940;  div.  1943) Andre DeToth ( m.  1944;  div.  1952) Joseph Allan McCarthy ( m.  1955;  div.  1959),4,"St. Bernard's School (Saranac Lake, New York)Villa MariaMiami High School",Actress,"Brooklyn, New York , United States",1908-12-23,"Sioux Falls, South Dakota , U.S.",Art/set director for films,"November 30, 2005 (2005-11-30)  (aged 96) La Quinta, California , U.S.",4,13.892140153459687,96.47562920525404,110.36776935871373,"['John S Detlie', 'Andre DeToth', 'Joseph Allan McCarthy']","[1940, 1944, 1955]","[1943, 1952, 1959]",,,,4.0,4.0,"['John S Detlie', 'Andre DeToth', 'Joseph Allan McCarthy']",3.0,,,1.0,4.0,dr5rmm5,9zepwzs,10.0,0.0,20000000.0,F,1.0
968,Christine Lakin,1979-01-25,Brandon Breault ( m.   2014 ),2,,Actress,"Dallas ,  Texas , U.S.",,,,,,,40.27734997980794,,['Brandon Breault'],[2014],,,,,2.0,,['Brandon Breault'],1.0,,,1.0,,9vg4mqf,,1.0,,,F,0.0
969,Hedy Lamarr,1914-11-09,"Actress, inventor",3,,"Actress, inventor","Vienna ,  Austria-Hungary",1900-02-09,"Vienna ,  Austria-Hungary",,Helene Strauss (divorced) Hedy Lamarr  (m. 1933–37; divorced) Herta Wrany (divorced) Gloria de Quaranta (divorced) Monika Brücklmeier,,14.746367139640101,104.4894830147094,119.2358501543495,,,,,,,3.0,,,,,,2.0,,u2ed7wm,u2ed7wm,10.0,1.0,118.0,F,
970,Dorothy Lamour,1914-12-10,Herbie Kay ( m.  1935;  div.  1939) William Ross Howard III ( m.  1943; died 1978),2,,"
 Actress 
 singer 
","New Orleans, Louisiana , U.S.",,,,,,,104.40460789749277,,"['Herbie Kay', 'William Ross Howard III']","[1935, 1943]",[1939],,,,2.0,,"['Herbie Kay', 'William Ross Howard III']",2.0,,,2.0,,9vrfqk7,,11.0,,,F,1.0
971,Sarah Lancaster,1980-02-12,Matthew Jacobs ( m.  2011),1,,Actress,"Overland Park, Kansas , U.S.",,,,,,,39.22873159613134,,['Matthew Jacobs'],[2011],,,,,1.0,,['Matthew Jacobs'],1.0,,,1.0,,9yutv8q,,1.0,,,F,0.0
972,Juliet Landau,1965-03-30,Deverill Weekes,,,"Actress, director, producer, ballerina","Los Angeles ,  California , U.S.",,,,,,,54.10104245809291,,,,,,,,,,,,,,4.0,,9q5ctr1,,3.0,,,F,
973,Ricki Noel Lander,1979-12-14,Robert Kraft,1,B.A. & B.S. Florida International University,Actress,"Salt Lake City ,  Utah",,,,,,,39.39300601655065,,,,,,,,1.0,,,,,,1.0,,9x0rvu7,,11.0,,,F,
974,Audrey Landers,1956-07-18,Donald Berkowitz ( m.  1988),2,,"
 Actress 
 singer 
 writer 
 producer 
","Philadelphia, Pennsylvania , U.S.",,,,,,,62.7993730192954,,['Donald Berkowitz'],[1988],,,,,2.0,,['Donald Berkowitz'],1.0,,,4.0,,dr4e394,,6.0,,,F,0.0
975,Judy Landers,1958-10-07,Tom Niedenfuer  ( m.  1987),2,,Actress,"Philadelphia, Pennsylvania , U.S.",,,,,,,60.57893043662772,,['Tom Niedenfuer'],[1987],,,,,2.0,,['Tom Niedenfuer'],1.0,,,1.0,,dr4e394,,9.0,,,F,0.0
976,Carole Landis,1919-01-01,"
 Irving Wheeler ( m.  1934; annulled 1934) 
 Irving Wheeler ( m.  1934;  div.  1939) 
 Willis Hunt Jr. ( m.  1940;  div.  1940) 
 Thomas C. Wallace ( m.  1943;  div.  1945) 
 W. Horace Schmidlapp ( m.  1945–1948) 
",,San Bernardino High School,"Actress, Singer","Fairchild, Wisconsin , U.S.",,,,,,,100.34429180612881,,"['Irving Wheeler', 'Irving Wheeler', 'Willis Hunt Jr', 'Thomas C Wallace', 'W Horace Schmidlapp']","[1934, 1934, 1940, 1943, 1945]","[1934, 1939, 1940, 1945]",,,,,,"['Irving Wheeler', 'Irving Wheeler', 'Willis Hunt Jr', 'Thomas C Wallace', 'W Horace Schmidlapp']",5.0,,,2.0,,9zzmdp4,,0.0,,,F,1.0
977,June Lang,1917-05-05,Victor Orsatti  (1937–1938)  (divorced) John Roselli  (1940–1943) (divorced) John Morgan (1946–1952) (divorced) 1 child,Patricia Morgan,,Actress,"Minneapolis, Minnesota , U.S.",,,,,,,102.00346345236385,,,,,,,,,,,,,,1.0,,9zvxvey,,4.0,,,F,
978,Diane Lane,1965-01-22,Christopher Lambert ( m.  1988;  div.  1994) Josh Brolin ( m.  2004;  div.  2013),1,,Actress,"New York City , U.S.",1957-03-29,"Great Neck, New York , U.S.","Actor,  novelist, film producer","Actor,  novelist, film producer",1,7.819462411959178,54.28448222756114,62.10394463952032,"['Christopher Lambert', 'Josh Brolin']","[1988, 2004]","[1994, 2013]",,,,1.0,1.0,"['Christopher Lambert', 'Josh Brolin']",2.0,,,1.0,4.0,dr5regw,dr78478,1.0,3.0,625441.0,F,1.0
979,Priscilla Lane,1915-06-12,"
 Oren W. Haglund ( m.  1939; annulled 1939) 
 Joseph A. Howard ( m.  1942; died 1976) 
",Four,,,"Indianola, Iowa , U.S.",1905-11-23,Michigan,"Screenwriter 
 Assistant  film director 
 Production manager  of eleven  ABC / Warner Brothers   television series 
 
 United States Army Air Corps   Captain  in  World War II","Priscilla Lane  (Together one day in 1939,  annulled )
Helen Louise Persley",,9.549819640375915,103.90083300820687,113.45065264858279,"['Oren W Haglund', 'Joseph A Howard']","[1939, 1942]",[1939],,,,,,"['Oren W Haglund', 'Joseph A Howard']",2.0,,,,24.0,9zm7r11,dpghh56,5.0,11.0,20000000.0,F,1.0
980,Sasha Lane,1995-09-28,,,,Actress,"Houston, Texas , U.S.",,,,,,,23.603496307247923,,,,,,,,,,,,,,1.0,,9vk1mc9,,9.0,,,F,
981,Hope Lange,1933-11-28,"Don Murray ( m.  1956;  div.  1961) Alan J. Pakula ( m.  1963;  div.  1971) Charles Hollerith, Jr. ( m.  1986, her death)",Christopher Murray Patricia Murray,,Actress,"Redding ,  Connecticut , U.S.",1929-07-31,"Hollywood, California ,  U.S.",Actor,Hope Lange ( m.  1956;  div.  1961) Bettie Johnson  ( m.  1962),"5, including   Christopher Murray",4.328630978048831,85.43638815307638,89.76501913112521,"['Don Murray', 'Alan J Pakula', 'Charles Hollerith Jr']","[1956, 1963, 1986]","[1961, 1971]","['Hope Lange', 'Bettie Johnson']","[1956, 1962]",[1961],,5.0,"['Don Murray', 'Alan J Pakula', 'Charles Hollerith Jr']",3.0,"['Hope Lange', 'Bettie Johnson']",2.0,1.0,1.0,dr7fczk,9q5cgq7,11.0,7.0,20000000.0,F,1.0
982,Jessica Lange,1949-04-20,Paco Grande ( m.  1971;  div.  1981),3; including  Shura Baryshnikov,,Actress photographer producer,"Cloquet, Minnesota , U.S.",,,,,,,70.04387495978699,,['Paco Grande'],[1971],[1981],,,,3.0,,['Paco Grande'],1.0,,,3.0,,cbq1zcr,,4.0,,,F,1.0
983,Heather Langenkamp,1964-07-17,"
 Alan Pasqua ( m.  1984;  div.  1987) 
 David Leroy Anderson  ( m.  1989) 
",2,,Actress writer director producer prosthetic makeup coordinator,"Tulsa, Oklahoma , U.S.",,,,,,,54.80194665188197,,"['Alan Pasqua', 'David Leroy Anderson']","[1984, 1989]",[1987],,,,2.0,,"['Alan Pasqua', 'David Leroy Anderson']",2.0,,,7.0,,9y7txts,,6.0,,,F,1.0
984,Brooke Langton,1970-11-27,,,,Actress,Arizona [ inconsistent ] . USA.,,,,,,,48.43905076764068,,,,,,,,,,,,,,1.0,,9w118n2,,11.0,,,F,
